Number,Name,Image Link,Type,Rarity,Set,Back Image Link,Traits,Intercept,Force,Green Energy,Yellow Energy,Red Energy,Rules Text,Flavor Text,Obtained Via,Description,ChamberFrontI,ChamberFrontF,ChamberFrontG,ChamberFrontY,ChamberFrontR,ChamberFrontRul,ChamberFrontFlav,ChamberBackI,ChamberBackF,ChamberBackG,ChamberBackY,ChamberBackR,ChamberBackRul,ChamberBackFlav
197,Jojo,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME197a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME197b.jpg,"fox, spirit, shadow, earth",,,,,,,,"STRT001, STRT005, BSTR001, BSTR002, BSTR003, BSTR004",,5,4,,,,"Boulder Burst: When you counterattack, your opponent eliminates one of his or her energy, and you add a green energy.",,6,6,,,,"Rockslide: Yellow → When you couunterattack, move an ally to the top of its owner's deck.",
198,Jojo,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME198a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME198b.jpg,"fox, spirit, shadow, earth",,,,,,,,"STRT001, STRT005, BSTR001, BSTR002, BSTR003, BSTR004",,5,4,,,,"Boulder Burst: When you counterattack, your opponent eliminates one of his or her energy, and you add a green energy.",,5,7,,1,,"Massive Meteor: When you counterattack, eliminate one of your opponent's energy and you add a red energy.",
199,Jojo,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME199a.jpg,chamber,rare,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME199b.jpg,"fox, spirit, shadow, earth",,,,,,,,"STRT001, STRT005, BSTR001, BSTR002, BSTR003, BSTR004",,5,4,,,,"Boulder Burst: When you counterattack, your opponent eliminates one of his or her energy, and you add a green energy.",,7,7,,,,"Beguiling Kiss: Whenever your opponent focuses in a zone, you add an energy of the same color in that zone.",
200,Malu,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME200a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME200b.jpg,"lion, body, shadow, air",,,,,,,,"STRT001, STRT006, BSTR001, BSTR002, BSTR003, BSTR004",,5,5,1,,,Blustery Blast: Your opponent skips defending in his or her green zone.,,5,5,1,,,Shrieking Wind: Your opponent skips defending in his or her green zone.,
201,Malu,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME201a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME201b.jpg,"lion, body, shadow, air",,,,,,,,"STRT001, STRT006, BSTR001, BSTR002, BSTR003, BSTR004",,5,5,1,,,Blustery Blast: Your opponent skips defending in his or her green zone.,,5,5,1,,,Shrieking Wind: Your opponent skips defending in his or her green zone.,
202,Malu,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME202a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME202b.jpg,"lion, body, shadow, air",,,,,,,,"STRT001, STRT006, BSTR001, BSTR002, BSTR003, BSTR004",,5,5,1,,,Blustery Blast: Your opponent skips defending in his or her green zone.,,9,0,,1,,"Slingshot Stream: When you counterattack, Slingshot Stream gets +X Force, where X is the Force of your opponent's strike.",
203,Malu,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME203a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME203b.jpg,"lion, body, shadow, air",,,,,,,,"STRT001, STRT006, BSTR001, BSTR002, BSTR003, BSTR004",,8,3,,,,Treetop Hop: No additional rules text.,,5,5,1,,,Shrieking Wind: Your opponent skips defending in his or her green zone.,
204,Malu,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME204a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME204b.jpg,"lion, body, shadow, air",,,,,,,,"STRT001, STRT006, BSTR001, BSTR002, BSTR003, BSTR004",,8,3,,,,Treetop Hop: No additional rules text.,,9,0,,1,,"Slingshot Stream: When you counterattack, Slingshot Stream gets +X Force, where X is the Force of your opponent's strike.",
205,Malu,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME205a.jpg,chamber,rare,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME205b.jpg,"lion, body, shadow, air",,,,,,,,"STRT001, STRT006, BSTR001, BSTR002, BSTR003, BSTR004",,8,3,,,,Treetop Hop: No additional rules text.,,4,4,,,,Ankle-Breaking Gust: Yellow → +1 Force,
206,Prince Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME206a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME206b.jpg,"bull, spirit, shadow, fire",,,,,,,,"STRT001, STRT007, BSTR001, BSTR002, BSTR003, BSTR004",,6,1,1,,,"Meltdown: When you counterattack, you may eliminate an energy.",,9,7,,,,Night of Flames: No additional rules text.,
207,Prince Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME207a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME207b.jpg,"bull, spirit, shadow, fire",,,,,,,,"STRT001, STRT007, BSTR001, BSTR002, BSTR003, BSTR004",,6,1,1,,,"Meltdown: When you counterattack, you may eliminate an energy.",,9,7,,,,Night of Flames: No additional rules text.,
208,Prince Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME208a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME208b.jpg,"bull, spirit, shadow, fire",,,,,,,,"STRT001, STRT007, BSTR001, BSTR002, BSTR003, BSTR004",,6,1,1,,,"Meltdown: When you counterattack, you may eliminate an energy.",,7,4,,,,"Immolating Spiral: When  you counterattack, you may eliminate up to two energy.",
209,Prince Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME209a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME209b.jpg,"bull, spirit, shadow, fire",,,,,,,,"STRT001, STRT007, BSTR001, BSTR002, BSTR003, BSTR004",,6,5,2,,,"Burning in Exile: When you counterattack, you may uncharge any zone.",,9,7,,,,Night of Flames: No additional rules text.,
210,Prince Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME210a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME210b.jpg,"bull, spirit, shadow, fire",,,,,,,,"STRT001, STRT007, BSTR001, BSTR002, BSTR003, BSTR004",,6,5,2,,,"Burning in Exile: When you counterattack, you may uncharge any zone.",,7,4,,,,"Immolating Spiral: When  you counterattack, you may eliminate up to two energy.",
211,Prince Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME211a.jpg,chamber,rare,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME211b.jpg,"bull, spirit, shadow, fire",,,,,,,,"STRT001, STRT007, BSTR001, BSTR002, BSTR003, BSTR004",,6,5,2,,,"Burning in Exile: When you counterattack, you may uncharge any zone.",,6,7,1,,,"Burning Spire: When you counterattack, uncharge all of your opponent's zones.",
212,Uncle Iroh,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME212a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME212b.jpg,"fox, mind, shadow, fire",,,,,,,,"STRT001, STRT008, BSTR001, BSTR002, BSTR003, BSTR004",,5,5,,,,"Firecrackers: While your opponent is defending, his or her zones cannot be charged.",,8,7,1,,,"Smokescreen: When you counterattack, look at the top three cards of your deck. Put  them back in any order.",
213,Uncle Iroh,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME213a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME213b.jpg,"fox, mind, shadow, fire",,,,,,,,"STRT001, STRT008, BSTR001, BSTR002, BSTR003, BSTR004",,5,5,,,,"Firecrackers: While your opponent is defending, his or her zones cannot be charged.",,8,7,1,,,"Smokescreen: When you counterattack, look at the top three cards of your deck. Put  them back in any order.",
214,Uncle Iroh,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME214a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME214b.jpg,"fox, mind, shadow, fire",,,,,,,,"STRT001, STRT008, BSTR001, BSTR002, BSTR003, BSTR004",,5,5,,,,"Firecrackers: While your opponent is defending, his or her zones cannot be charged.",,5,7,,,,"Suppressing Fire: Your opponent cannot focus or pitch, and while defending, his or her zones cannot be charged.",
215,Uncle Iroh,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME215a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME215b.jpg,"fox, mind, shadow, fire",,,,,,,,"STRT001, STRT008, BSTR001, BSTR002, BSTR003, BSTR004",,6,6,2,,,"Unchained: When you counterattack, look at the top two cards of your deck.",,8,7,1,,,"Smokescreen: When you counterattack, look at the top three cards of your deck. Put  them back in any order.",
216,Uncle Iroh,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME216a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME216b.jpg,"fox, mind, shadow, fire",,,,,,,,"STRT001, STRT008, BSTR001, BSTR002, BSTR003, BSTR004",,6,6,2,,,"Unchained: When you counterattack, look at the top two cards of your deck.",,5,7,,,,"Suppressing Fire: Your opponent cannot focus or pitch, and while defending, his or her zones cannot be charged.",
217,Uncle Iroh,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME217a.jpg,chamber,rare,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME217b.jpg,"fox, mind, shadow, fire",,,,,,,,"STRT001, STRT008, BSTR001, BSTR002, BSTR003, BSTR004",,6,6,2,,,"Unchained: When you counterattack, look at the top two cards of your deck.",,6,5,,1,,"Rain of Fire: Whenever your opponent flips a card, you may pay a green energy. If you do, your opponent discards that card and flips a new one in the same zone.",
218,Afiko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME218a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME218b.jpg,"lion, spirit, dark, air",,,,,,,,"STRT001, STRT009, BSTR001, BSTR002, BSTR003, BSTR004",,7,4,,,,Reaping Wind: No additional rules text.,,7,7,,,,"Suffocating Void: -2 Intercept → When you counterattack, charge or uncharge any zone.",
219,Afiko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME219a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME219b.jpg,"lion, spirit, dark, air",,,,,,,,"STRT001, STRT009, BSTR001, BSTR002, BSTR003, BSTR004",,7,4,,,,Reaping Wind: No additional rules text.,,7,7,,,,"Suffocating Void: -2 Intercept → When you counterattack, charge or uncharge any zone.",
220,Afiko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME220a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME220b.jpg,"lion, spirit, dark, air",,,,,,,,"STRT001, STRT009, BSTR001, BSTR002, BSTR003, BSTR004",,7,4,,,,Reaping Wind: No additional rules text.,,6,7,,1,,"Storms Without End: When you clean up Storms Without End, leave your Chamber Card turned to the back.",
221,Afiko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME221a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME221b.jpg,"lion, spirit, dark, air",,,,,,,,"STRT001, STRT009, BSTR001, BSTR002, BSTR003, BSTR004",,5,6,1,,,"Tornado Punch: -2 Intercept → When you counterattack, charge or uncharge any zone. Use only once.",,7,7,,,,"Suffocating Void: -2 Intercept → When you counterattack, charge or uncharge any zone.",
222,Afiko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME222a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME222b.jpg,"lion, spirit, dark, air",,,,,,,,"STRT001, STRT009, BSTR001, BSTR002, BSTR003, BSTR004",,5,6,1,,,"Tornado Punch: -2 Intercept → When you counterattack, charge or uncharge any zone. Use only once.",,6,7,,1,,"Storms Without End: When you clean up Storms Without End, leave your Chamber Card turned to the back.",
223,Afiko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME223a.jpg,chamber,rare,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME223b.jpg,"lion, spirit, dark, air",,,,,,,,"STRT001, STRT009, BSTR001, BSTR002, BSTR003, BSTR004",,5,6,1,,,"Tornado Punch: -2 Intercept → When you counterattack, charge or uncharge any zone. Use only once.",,9,6,1,,,"Dark Tempest: Eliminate one of your allys → When you counterattack, your opponent charges one of your zones.",
224,Commander Zhao,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME224a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME224b.jpg,"bull, mind, dark, fire",,,,,,,,"STRT001, STRT010, BSTR001, BSTR002, BSTR003, BSTR004",,5,4,,,,"No Mercy for the Weak: When you counterattack against a strike that has 3 Force or less, No Mercy for the Weak gets +3 Force.",,6,6,1,,,"Open Fire!: When you counterattack against a strikek that has 3 Force or less, Open Fire! gets +3 Force.",
225,Commander Zhao,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME225a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME225b.jpg,"bull, mind, dark, fire",,,,,,,,"STRT001, STRT010, BSTR001, BSTR002, BSTR003, BSTR004",,5,4,,,,"No Mercy for the Weak: When you counterattack against a strike that has 3 Force or less, No Mercy for the Weak gets +3 Force.",,6,6,1,,,"Open Fire!: When you counterattack against a strikek that has 3 Force or less, Open Fire! gets +3 Force.",
226,Commander Zhao,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME226a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME226b.jpg,"bull, mind, dark, fire",,,,,,,,"STRT001, STRT010, BSTR001, BSTR002, BSTR003, BSTR004",,5,4,,,,"No Mercy for the Weak: When you counterattack against a strike that has 3 Force or less, No Mercy for the Weak gets +3 Force.",,7,6,,,,"Roaring Sphere: Green → When you counterattack, eliminate an ally.",
227,Commander Zhao,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME227a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME227b.jpg,"bull, mind, dark, fire",,,,,,,,"STRT001, STRT010, BSTR001, BSTR002, BSTR003, BSTR004",,6,6,,,1,"Fiery Lash: When you counterattack, you may eliminate an ally.",,6,6,1,,,"Open Fire!: When you counterattack against a strikek that has 3 Force or less, Open Fire! gets +3 Force.",
228,Commander Zhao,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME228a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME228b.jpg,"bull, mind, dark, fire",,,,,,,,"STRT001, STRT010, BSTR001, BSTR002, BSTR003, BSTR004",,6,6,,,1,"Fiery Lash: When you counterattack, you may eliminate an ally.",,7,6,,,,"Roaring Sphere: Green → When you counterattack, eliminate an ally.",
229,Commander Zhao,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME229a.jpg,chamber,rare,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME229b.jpg,"bull, mind, dark, fire",,,,,,,,"STRT001, STRT010, BSTR001, BSTR002, BSTR003, BSTR004",,6,6,,,1,"Fiery Lash: When you counterattack, you may eliminate an ally.",,6,6,,1,,Agni Kai: Eliminate one of your allies → +1 Force,
230,Kinto,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME230a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME230b.jpg,"fox, body, dark, water",,,,,,,,"STRT001, STRT011, BSTR001, BSTR002, BSTR003, BSTR004",,6,2,,,,Gutwrencher: Your opponent's strikes cost an additional yellow energy to play.,,6,7,,,,Splash Rockets: Green → +1 Intercept,
231,Kinto,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME231a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME231b.jpg,"fox, body, dark, water",,,,,,,,"STRT001, STRT011, BSTR001, BSTR002, BSTR003, BSTR004",,6,2,,,,Gutwrencher: Your opponent's strikes cost an additional yellow energy to play.,,6,7,,,,Splash Rockets: Green → +1 Intercept,
232,Kinto,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME232a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME232b.jpg,"fox, body, dark, water",,,,,,,,"STRT001, STRT011, BSTR001, BSTR002, BSTR003, BSTR004",,6,2,,,,Gutwrencher: Your opponent's strikes cost an additional yellow energy to play.,,8,6,,,,Avalanche: -2 Intercept → Your opponent's strikes cost and additional yellow energy to play.,
233,Kinto,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME233a.jpg,chamber,common,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME233b.jpg,"fox, body, dark, water",,,,,,,,"STRT001, STRT011, BSTR001, BSTR002, BSTR003, BSTR004",,8,0,1,,,Steam Blast: -1 Intercept → +1 Force.,,6,7,,,,Splash Rockets: Green → +1 Intercept,
234,Kinto,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME234a.jpg,chamber,uncommon,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME234b.jpg,"fox, body, dark, water",,,,,,,,"STRT001, STRT011, BSTR001, BSTR002, BSTR003, BSTR004",,8,0,1,,,Steam Blast: -1 Intercept → +1 Force.,,8,6,,,,Avalanche: -2 Intercept → Your opponent's strikes cost and additional yellow energy to play.,
235,Kinto,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME235a.jpg,chamber,rare,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/AME235b.jpg,"fox, body, dark, water",,,,,,,,"STRT001, STRT011, BSTR001, BSTR002, BSTR003, BSTR004",,8,0,1,,,Steam Blast: -1 Intercept → +1 Force.,,12,0,,2,,High Seas: -1 Intercept → +1 Force.,
ABK001,"Toph, earthbender",https://github.com/zolodio/Avatar-TCG-Database/raw/main/abk001.jpg,ally,PROMO,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,light,,,,,,,,XBK001,"Toph, earthbender is a promo card from 2006 available exclusively as a promotional item from Burger King. Although intended to be paired with the Stack Attack Toph toy, a mishap at the packaging facility caused a random distribution of cards throughout all the toys.",,,,,,,,,,,,,,
ABK002,"Princess Azula, firebender",https://github.com/zolodio/Avatar-TCG-Database/raw/main/abk002.jpg,ally,PROMO,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,dark,,,,,,,,XBK002,"Princess Azula, firebender is a promo card from 2006 available exclusively as a promotional item from Burger King. Although intended to be paired with the Lava Launch Azula toy, a mishap at the packaging facility caused a random distribution of cards throughout all the toys.",,,,,,,,,,,,,,
ABK003,Racing with the Wind,https://github.com/zolodio/Avatar-TCG-Database/raw/main/abk003.jpg,advantage,PROMO,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,spirit,,,,,,,,XBK003,"Racing with the Wind is a promo card from 2006 available exclusively as a promotional item from Burger King. Although intended to be paired with the Air Scooter Aang toy, a mishap at the packaging facility caused a random distribution of cards throughout all the toys.",,,,,,,,,,,,,,
ABK004,In The Breach,https://github.com/zolodio/Avatar-TCG-Database/raw/main/abk004.jpg,advantage,PROMO,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,body,,,,,,,,XBK004,"In The Breach is a promo card from 2006 available exclusively as a promotional item from Burger King. Although intended to be paired with the Rip 'n Whirl Sokka toy, a mishap at the packaging facility caused a random distribution of cards throughout all the toys.",,,,,,,,,,,,,,
ABK005,Juggle,https://github.com/zolodio/Avatar-TCG-Database/raw/main/abk005.jpg,strike,PROMO,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,air,5,6,,,,,,XBK005,"Juggle is a promo card from 2006 available exclusively as a promotional item from Burger King. Although intended to be paired with the Master Airbender toy, a mishap at the packaging facility caused a random distribution of cards throughout all the toys.",,,,,,,,,,,,,,
ABK006,Taming the Flame,https://github.com/zolodio/Avatar-TCG-Database/raw/main/abk006.jpg,strike,PROMO,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,fire,6,5,,,,,,XBK006,"Taming the Flame is a promo card from 2006 available exclusively as a promotional item from Burger King. Although intended to be paired with the Flame Tame Zuko toy, a mishap at the packaging facility caused a random distribution of cards throughout all the toys.",,,,,,,,,,,,,,
ABK007,Water Whirl,https://github.com/zolodio/Avatar-TCG-Database/raw/main/abk007.jpg,strike,PROMO,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,water,7,1,,,,,,XBK007,"Water Whirl, earthbender is a promo card from 2006 available exclusively as a promotional item from Burger King. Although intended to be paired with the Water Swirl Katara toy, a mishap at the packaging facility caused a random distribution of cards throughout all the toys.",,,,,,,,,,,,,,
ABK008,Boulder Roll,https://github.com/zolodio/Avatar-TCG-Database/raw/main/abk008.jpg,strike,PROMO,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,earth,5,5,,,,,,XBK008,"Boulder Roll is a promo card from 2006 available exclusively as a promotional item from Burger King. Although intended to be paired with the Stack Attack Toph toy, a mishap at the packaging facility caused a random distribution of cards throughout all the toys.",,,,,,,,,,,,,,
APR001,Appa's Wild Ride,https://github.com/zolodio/Avatar-TCG-Database/raw/main/apr001.jpg,advantage,PROMO,APR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,,,,,,,,,"XAPR001, XDVD001","One of only two holographic cards in the set, Appa's Wild Ride is a promo card from 2006 available exclusively as a promotional item from Nickelodeon. Released as a limited run, only the first issued release of Book 1 - Vol 1 on DVD in the USA included the sealed promo card. This card sealed is more valuable to collectors than loose.",,,,,,,,,,,,,,
APR002,Sokka's Mettle,https://github.com/zolodio/Avatar-TCG-Database/raw/main/apr002.jpg,strike,PROMO,APR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/cardback.jpg,,5,5,,,,,,"XAPR002, XDVD002","One of only two holographic cards in the set, Sokka's Mettle is a promo card from 2006 available exclusively as a promotional item from Nickelodeon. Released as a limited run, only the first issued release of Book 1 - Vol 2 on DVD in the USA included the sealed promo card. This card sealed is more valuable to collectors than loose.",,,,,,,,,,,,,,
FPR001,Air Cannon Aang,https://github.com/zolodio/Avatar-TCG-Database/raw/main/fpr001a.jpg,chamber,PROMO,FPR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/fpr001b.jpg,"fox, spirit, light, air",,,,,,,,H9748,,5,5,1,,,"Airball Practice: When you counterattack, you may search your deck for an ally card named Appa. You may put that card in any empty ally space.",,6,8,,1,,Air Cannon Riposte: No additional rules text.,
FPR002,Fire Blast Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/fpr002a.jpg,chamber,PROMO,FPR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/fpr002b.jpg,"bull, spirit, shadow, fire",,,,,,,,H9749,,6,5,,,,"Target Practice: When you counterattack, you may eliminate an ally.",,7,7,,,,"Fire Blask Snap-Kick: When you counterattack, you may eliminate all of your opponent's allies.",
FPR003,Ice Attack Aang,https://github.com/zolodio/Avatar-TCG-Database/raw/main/fpr003a.jpg,chamber,PROMO,FPR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/fpr003b.jpg,"fox, spirit, light, water",,,,,,,,K3474,,6,4,,,,"Geyser Kick: When you counterattack, each player charges his or her red zone.",,8,7,1,,,"Ice Hammer: When you counterattack, each player chooses one of his zones. Charge that zone.",
XAPR001,Appa's Wild Ride in Plastic,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XAPR001.jpg,sealed,other,APR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/APR00Xb.jpg,,,,,,,,,XDVD001,"SEALED - One of only two holographic cards in the set, Appa's Wild Ride is a promo card from 2006 available exclusively as a promotional item from Nickelodeon. Released as a limited run, only the first issued release of Book 1 - Vol 1 on DVD in the USA included the sealed promo card. This card sealed is more valuable to collectors than loose.",,,,,,,,,,,,,,
XAPR002,Sokka's Mettle in Plastic,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XAPR002.jpg,sealed,other,APR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/APR00Xb.jpg,,,,,,,,,XDVD002,"SEALED - One of only two holographic cards in the set, Sokka's Mettle is a promo card from 2006 available exclusively as a promotional item from Nickelodeon. Released as a limited run, only the first issued release of Book 1 - Vol 2 on DVD in the USA included the sealed promo card. This card sealed is more valuable to collectors than loose.",,,,,,,,,,,,,,
XBK001,Stack Attack Toph,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XBK001.jpg,sealed,other,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BKTOYBACK.jpg,,,,,,,,,Burger King Exclusive,"Stack Attack Toph is a toy containing a promo card available exclusively as a promotional item from Burger King in 2006. Although intended to be paired with the Toph, earthbender card, a mishap at the packaging facility caused a random distribution of cards throughout all the toys. Sealed toys with matching cards hold the higher value from collectors than those mismatched or opened.",,,,,,,,,,,,,,
XBK002,Lava Launch Azula,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XBK002.jpg,sealed,other,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BKTOYBACK.jpg,,,,,,,,,Burger King Exclusive,"Lava Launch Azula is a toy containing a promo card available exclusively as a promotional item from Burger King in 2006.  Although intended to be paired with the Princess Azula, firebender card, a mishap at the packaging facility caused a random distribution of cards throughout all the toys. Sealed toys with matching cards hold the higher value from collectors than those mismatched or opened.",,,,,,,,,,,,,,
XBK003,Air Scooter Aang,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XBK003.jpg,sealed,other,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BKTOYBACK.jpg,,,,,,,,,Burger King Exclusive,"Air Scooter Aang is a toy containing a promo card available exclusively as a promotional item from Burger King in 2006.  Although intended to be paired with the Racing with the Wind card, a mishap at the packaging facility caused a random distribution of cards throughout all the toys. Sealed toys with matching cards hold the higher value from collectors than those mismatched or opened.",,,,,,,,,,,,,,
XBK004,Rip 'n Whirl Sokka,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XBK004.jpg,sealed,other,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BKTOYBACK.jpg,,,,,,,,,Burger King Exclusive,"Rip 'n Whirl Sokka is a toy containing a promo card available exclusively as a promotional item from Burger King in 2006.  Although intended to be paired with the In The Breach card, a mishap at the packaging facility caused a random distribution of cards throughout all the toys. Sealed toys with matching cards hold the higher value from collectors than those mismatched or opened.",,,,,,,,,,,,,,
XBK005,Master Airbender,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XBK005.jpg,sealed,other,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BKTOYBACK.jpg,,,,,,,,,Burger King Exclusive,"Master Airbender is a toy containing a promo card available exclusively as a promotional item from Burger King in 2006.  Although intended to be paired with the Juggle card, a mishap at the packaging facility caused a random distribution of cards throughout all the toys. Sealed toys with matching cards hold the higher value from collectors than those mismatched or opened.",,,,,,,,,,,,,,
